date,gdp,cons_exp,bus_inv,gov_exp,net_exports,imports,exports,rdi,cpi,unrate,initial_claims,continued_clains,oil_prices,cpi_fah,grocery_sales,restaurant_sales,ppi_final_food,ppi_farm_products,ppi_food_feed,ppi_fin_cons_food,ppi_food_mfg,ppi_grocery,wages_retail,home_price,cons_sent,savings,cons_debt_di,credit_card_delinq,mortgage_delinq,us_grocery_units,rdi_adj,grocery_sales_lag1,covid1,covid2,gdp_diff,cons_exp_diff,bus_inv_diff,gov_exp_diff,net_exports_diff,imports_diff,exports_diff,rdi_diff,cpi_diff,unrate_diff,initial_claims_diff,continued_clains_diff,oil_prices_diff,cpi_fah_diff,grocery_sales_diff,restaurant_sales_diff,ppi_final_food_diff,ppi_farm_products_diff,ppi_food_feed_diff,ppi_fin_cons_food_diff,ppi_food_mfg_diff,ppi_grocery_diff,wages_retail_diff,home_price_diff,cons_sent_diff,savings_diff,cons_debt_di_diff,credit_card_delinq_diff,mortgage_delinq_diff,us_grocery_units_diff,rdi_adj_diff,grocery_sales_lag1_diff,gdp_yoy,cons_exp_yoy,bus_inv_yoy,gov_exp_yoy,net_exports_yoy,imports_yoy,exports_yoy,rdi_yoy,cpi_yoy,unrate_yoy,initial_claims_yoy,continued_clains_yoy,oil_prices_yoy,cpi_fah_yoy,grocery_sales_yoy,restaurant_sales_yoy,ppi_final_food_yoy,ppi_farm_products_yoy,ppi_food_feed_yoy,ppi_fin_cons_food_yoy,ppi_food_mfg_yoy,ppi_grocery_yoy,wages_retail_yoy,home_price_yoy,cons_sent_yoy,savings_yoy,cons_debt_di_yoy,credit_card_delinq_yoy,mortgage_delinq_yoy,us_grocery_units_yoy,rdi_adj_yoy,grocery_sales_lag1_yoy,cpi_fah_yoy_lag1,cpi_fah_yoy_lag2,cpi_fah_yoy_lag3,cpi_fah_yoy_lag4,cpi_fah_yoy_lag5,cpi_fah_yoy_lag6,cpi_fah_yoy_lag7,cpi_fah_yoy_lag8,cpi_fah_yoy_lag9,cpi_fah_yoy_lag10,cpi_fah_yoy_lag11,cpi_fah_yoy_lag12,restaurant_sales_lag1,restaurant_sales_lag2,restaurant_sales_lag3,restaurant_sales_lag4,restaurant_sales_lag5,restaurant_sales_lag6,restaurant_sales_lag7,restaurant_sales_lag8,restaurant_sales_lag9,restaurant_sales_lag10,restaurant_sales_lag11,restaurant_sales_lag12,rdi_adj_yoy_lag1,rdi_adj_yoy_lag2,rdi_adj_yoy_lag3,rdi_adj_yoy_lag4,rdi_adj_yoy_lag5,rdi_adj_yoy_lag6,rdi_adj_yoy_lag7,rdi_adj_yoy_lag8,rdi_adj_yoy_lag9,rdi_adj_yoy_lag10,rdi_adj_yoy_lag11,rdi_adj_yoy_lag12,unrate_yoy_lag1,unrate_yoy_lag2,unrate_yoy_lag3,unrate_yoy_lag4,unrate_yoy_lag5,unrate_yoy_lag6,unrate_yoy_lag7,unrate_yoy_lag8,unrate_yoy_lag9,unrate_yoy_lag10,unrate_yoy_lag11,unrate_yoy_lag12,initial_claims_yoy_lag1,initial_claims_yoy_lag2,initial_claims_yoy_lag3,initial_claims_yoy_lag4,initial_claims_yoy_lag5,initial_claims_yoy_lag6,initial_claims_yoy_lag7,initial_claims_yoy_lag8,initial_claims_yoy_lag9,initial_claims_yoy_lag10,initial_claims_yoy_lag11,initial_claims_yoy_lag12,continued_clains_yoy_lag1,continued_clains_yoy_lag2,continued_clains_yoy_lag3,continued_clains_yoy_lag4,continued_clains_yoy_lag5,continued_clains_yoy_lag6,continued_clains_yoy_lag7,continued_clains_yoy_lag8,continued_clains_yoy_lag9,continued_clains_yoy_lag10,continued_clains_yoy_lag11,continued_clains_yoy_lag12,gdp_yoy_lag1,gdp_yoy_lag2,gdp_yoy_lag3,gdp_yoy_lag4,gdp_yoy_lag5,gdp_yoy_lag6,gdp_yoy_lag7,gdp_yoy_lag8,gdp_yoy_lag9,gdp_yoy_lag10,gdp_yoy_lag11,gdp_yoy_lag12,savings_yoy_lag1,savings_yoy_lag2,savings_yoy_lag3,savings_yoy_lag4,savings_yoy_lag5,savings_yoy_lag6,savings_yoy_lag7,savings_yoy_lag8,savings_yoy_lag9,savings_yoy_lag10,savings_yoy_lag11,savings_yoy_lag12,cons_debt_di_yoy_lag1,cons_debt_di_yoy_lag2,cons_debt_di_yoy_lag3,cons_debt_di_yoy_lag4,cons_debt_di_yoy_lag5,cons_debt_di_yoy_lag6,cons_debt_di_yoy_lag7,cons_debt_di_yoy_lag8,cons_debt_di_yoy_lag9,cons_debt_di_yoy_lag10,cons_debt_di_yoy_lag11,cons_debt_di_yoy_lag12,credit_card_delinq_yoy_lag1,credit_card_delinq_yoy_lag2,credit_card_delinq_yoy_lag3,credit_card_delinq_yoy_lag4,credit_card_delinq_yoy_lag5,credit_card_delinq_yoy_lag6,credit_card_delinq_yoy_lag7,credit_card_delinq_yoy_lag8,credit_card_delinq_yoy_lag9,credit_card_delinq_yoy_lag10,credit_card_delinq_yoy_lag11,credit_card_delinq_yoy_lag12,mortgage_delinq_yoy_lag1,mortgage_delinq_yoy_lag2,mortgage_delinq_yoy_lag3,mortgage_delinq_yoy_lag4,mortgage_delinq_yoy_lag5,mortgage_delinq_yoy_lag6,mortgage_delinq_yoy_lag7,mortgage_delinq_yoy_lag8,mortgage_delinq_yoy_lag9,mortgage_delinq_yoy_lag10,mortgage_delinq_yoy_lag11,mortgage_delinq_yoy_lag12,oil_prices_yoy_lag1,oil_prices_yoy_lag2,oil_prices_yoy_lag3,oil_prices_yoy_lag4,oil_prices_yoy_lag5,oil_prices_yoy_lag6,oil_prices_yoy_lag7,oil_prices_yoy_lag8,oil_prices_yoy_lag9,oil_prices_yoy_lag10,oil_prices_yoy_lag11,oil_prices_yoy_lag12,home_price_yoy_lag1,home_price_yoy_lag2,home_price_yoy_lag3,home_price_yoy_lag4,home_price_yoy_lag5,home_price_yoy_lag6,home_price_yoy_lag7,home_price_yoy_lag8,home_price_yoy_lag9,home_price_yoy_lag10,home_price_yoy_lag11,home_price_yoy_lag12,cons_sent_yoy_lag1,cons_sent_yoy_lag2,cons_sent_yoy_lag3,cons_sent_yoy_lag4,cons_sent_yoy_lag5,cons_sent_yoy_lag6,cons_sent_yoy_lag7,cons_sent_yoy_lag8,cons_sent_yoy_lag9,cons_sent_yoy_lag10,cons_sent_yoy_lag11,cons_sent_yoy_lag12,ppi_final_food_yoy_lag1,ppi_final_food_yoy_lag2,ppi_final_food_yoy_lag3,ppi_final_food_yoy_lag4,ppi_final_food_yoy_lag5,ppi_final_food_yoy_lag6,ppi_final_food_yoy_lag7,ppi_final_food_yoy_lag8,ppi_final_food_yoy_lag9,ppi_final_food_yoy_lag10,ppi_final_food_yoy_lag11,ppi_final_food_yoy_lag12,ppi_farm_products_yoy_lag1,ppi_farm_products_yoy_lag2,ppi_farm_products_yoy_lag3,ppi_farm_products_yoy_lag4,ppi_farm_products_yoy_lag5,ppi_farm_products_yoy_lag6,ppi_farm_products_yoy_lag7,ppi_farm_products_yoy_lag8,ppi_farm_products_yoy_lag9,ppi_farm_products_yoy_lag10,ppi_farm_products_yoy_lag11,ppi_farm_products_yoy_lag12,ppi_food_feed_yoy_lag1,ppi_food_feed_yoy_lag2,ppi_food_feed_yoy_lag3,ppi_food_feed_yoy_lag4,ppi_food_feed_yoy_lag5,ppi_food_feed_yoy_lag6,ppi_food_feed_yoy_lag7,ppi_food_feed_yoy_lag8,ppi_food_feed_yoy_lag9,ppi_food_feed_yoy_lag10,ppi_food_feed_yoy_lag11,ppi_food_feed_yoy_lag12,ppi_food_mfg_yoy_lag1,ppi_food_mfg_yoy_lag2,ppi_food_mfg_yoy_lag3,ppi_food_mfg_yoy_lag4,ppi_food_mfg_yoy_lag5,ppi_food_mfg_yoy_lag6,ppi_food_mfg_yoy_lag7,ppi_food_mfg_yoy_lag8,ppi_food_mfg_yoy_lag9,ppi_food_mfg_yoy_lag10,ppi_food_mfg_yoy_lag11,ppi_food_mfg_yoy_lag12,ppi_grocery_yoy_lag1,ppi_grocery_yoy_lag2,ppi_grocery_yoy_lag3,ppi_grocery_yoy_lag4,ppi_grocery_yoy_lag5,ppi_grocery_yoy_lag6,ppi_grocery_yoy_lag7,ppi_grocery_yoy_lag8,ppi_grocery_yoy_lag9,ppi_grocery_yoy_lag10,ppi_grocery_yoy_lag11,ppi_grocery_yoy_lag12,wages_retail_yoy_lag1,wages_retail_yoy_lag2,wages_retail_yoy_lag3,wages_retail_yoy_lag4,wages_retail_yoy_lag5,wages_retail_yoy_lag6,wages_retail_yoy_lag7,wages_retail_yoy_lag8,wages_retail_yoy_lag9,wages_retail_yoy_lag10,wages_retail_yoy_lag11,wages_retail_yoy_lag12
2004-01-31,15248.68,,288.018,3947.702,-621.175,2044.535,1339.286,11051.2,186.3,5.7,1801000.0,3118000.0,34.31,183.3,36402.0,24839.0,,117.4,146.4,148.4,139.3,121.3,,140.705,103.8,404.1,6.368558,4.21,1.65,198.59247135842878,,,0,0,0.0,-2.7999999999992724,0.0,0.0,0.0,0.0,0.0,19.799999999999272,0.39999999999997726,-0.10000000000000053,-358000.0,-61000.0,0.37473684210525704,0.39999999999997726,-512.0,113.0,1.6000000000000085,3.0,0.9000000000000057,0.29999999999998295,1.0999999999999943,4.400000000000006,0.0,1.3220000000000027,-9.399999999999991,1.0,0.0,0.0,0.0,-3.219580775957354,,-512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-29,15248.68,,288.018,3947.702,-621.175,2044.535,1339.286,11071.0,186.7,5.6,1443000.0,3057000.0,34.68473684210526,183.7,35890.0,24952.0,,120.4,147.3,148.7,140.4,125.7,,142.02700000000002,94.4,405.1,6.368558,4.21,1.65,195.37289058247143,,36402.0,0,0,0.0,-2.7999999999992724,0.0,0.0,0.0,0.0,0.0,19.799999999999272,0.39999999999997726,-0.10000000000000053,-358000.0,-61000.0,0.37473684210525704,0.39999999999997726,-512.0,113.0,1.6000000000000085,3.0,0.9000000000000057,0.29999999999998295,1.0999999999999943,4.400000000000006,0.0,1.3220000000000027,-9.399999999999991,1.0,0.0,0.0,0.0,-3.219580775957354,,-512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,15248.68,,288.018,3947.702,-621.175,2044.535,1339.286,11115.6,187.1,5.8,1368000.0,3007000.0,36.74130434782609,184.1,36365.0,27054.0,,129.1,149.4,150.8,142.4,125.2,,144.079,95.8,397.3,6.368558,4.21,1.65,197.52851711026616,,35890.0,0,0,0.0,-2.7999999999992724,0.0,0.0,0.0,0.0,0.0,44.600000000000364,0.4000000000000057,0.20000000000000018,-75000.0,-50000.0,2.056567505720828,0.4000000000000057,475.0,2102.0,1.6000000000000085,8.699999999999989,2.0999999999999943,2.1000000000000227,2.0,-0.5,0.0,2.0519999999999925,1.3999999999999915,-7.800000000000011,0.0,0.0,0.0,2.1556265277947375,,-512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24952.0,24839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-30,15366.85,,345.442,3982.852,-670.333,2044.535,1367.358,11153.3,187.4,5.6,1393000.0,2960000.0,36.75,184.3,36312.0,26738.0,,129.6,153.3,153.2,146.1,123.1,,146.18,94.2,430.7,6.307107,4.15,1.6,197.02658708627237,,36365.0,0,0,118.17000000000007,-2.7999999999992724,57.424000000000035,35.149999999999636,-49.158000000000015,0.0,28.07199999999989,37.69999999999891,0.30000000000001137,-0.20000000000000018,25000.0,-47000.0,0.00869565217391255,0.20000000000001705,-53.0,-316.0,1.6000000000000085,0.5,3.9000000000000057,2.3999999999999773,3.6999999999999886,-2.1000000000000085,0.0,2.100999999999999,-1.5999999999999943,33.39999999999998,-0.06145099999999992,-0.05999999999999961,-0.04999999999999982,-0.5019300239937934,,475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27054.0,24952.0,24839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-31,15366.85,,345.442,3982.852,-670.333,2044.535,1367.358,11208.9,188.2,5.6,1681000.0,2916000.0,40.275,186.6,36528.0,27839.0,,135.1,156.1,155.3,149.1,122.2,,148.336,90.2,432.0,6.307107,4.15,1.6,195.7556270096463,,36312.0,0,0,0.0,-2.7999999999992724,0.0,0.0,0.0,0.0,0.0,55.600000000000364,0.799999999999983,0.0,288000.0,-44000.0,3.5249999999999986,2.299999999999983,216.0,1101.0,1.6000000000000085,5.5,2.799999999999983,2.1000000000000227,3.0,-0.8999999999999915,0.0,2.156000000000006,-4.0,1.3000000000000114,0.0,0.0,0.0,-1.2709600766260678,,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26738.0,27054.0,24952.0,24839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,15366.85,,345.442,3982.852,-670.333,2044.535,1367.358,11215.8,188.9,5.6,1396000.0,2917000.0,38.025238095238095,187.0,36508.0,27258.0,,129.7,155.8,154.8,148.6,122.2,,150.52,95.6,479.7,6.307107,4.15,1.6,195.22994652406416,,36528.0,0,0,0.0,-2.7999999999992724,0.0,0.0,0.0,0.0,0.0,6.899999999999636,0.700000000000017,0.0,-285000.0,1000.0,-2.249761904761904,0.4000000000000057,-20.0,-581.0,1.6000000000000085,-5.400000000000006,-0.29999999999998295,-0.5,-0.5,0.0,0.0,2.1839999999999975,5.3999999999999915,47.69999999999999,0.0,0.0,0.0,-0.5256804855821429,,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27839.0,26738.0,27054.0,24952.0,24839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-31,15512.619,,365.526,4050.203,-694.004,2044.535,1371.93,11240.5,189.1,5.5,1715000.0,2894000.0,40.77809523809524,187.2,36526.0,28982.0,,124.4,153.3,152.0,146.5,124.5,,152.338,96.7,426.2,6.329715,4.07,1.56,195.1175213675214,,36508.0,0,0,145.76900000000023,-2.7999999999992724,20.084000000000003,67.35100000000011,-23.67100000000005,0.0,4.572000000000116,24.700000000000728,0.19999999999998863,-0.09999999999999964,319000.0,-23000.0,2.7528571428571453,0.19999999999998863,18.0,1724.0,1.6000000000000085,-5.299999999999983,-2.5,-2.8000000000000114,-2.0999999999999943,2.299999999999997,0.0,1.8179999999999836,1.1000000000000085,-53.5,0.02260799999999996,-0.08000000000000007,-0.040000000000000036,-0.11242515654276986,,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27258.0,27839.0,26738.0,27054.0,24952.0,24839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-31,15512.619,,365.526,4050.203,-694.004,2044.535,1371.93,11274.6,189.2,5.4,1363000.0,2880000.0,44.90318181818182,187.0,36680.0,28076.0,,119.0,151.4,151.9,144.6,121.0,,153.815,95.9,420.9,6.329715,4.07,1.56,196.14973262032086,,36526.0,0,0,0.0,-2.7999999999992724,0.0,0.0,0.0,0.0,0.0,34.100000000000364,0.09999999999999432,-0.09999999999999964,-352000.0,-14000.0,4.125086580086581,-0.19999999999998863,154.0,-906.0,1.6000000000000085,-5.400000000000006,-1.9000000000000057,-0.09999999999999432,-1.9000000000000057,-3.5,0.0,1.4770000000000039,-0.7999999999999972,-5.300000000000011,0.0,0.0,0.0,1.0322112527994705,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28982.0,27258.0,27839.0,26738.0,27054.0,24952.0,24839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,15512.619,,365.526,4050.203,-694.004,2044.535,1371.93,11279.6,189.8,5.4,1349000.0,2839000.0,45.93571428571428,186.4,36951.0,26179.0,,118.7,150.4,152.3,143.8,121.3,,155.109,94.2,369.8,6.329715,4.07,1.56,198.23497854077252,,36680.0,0,0,0.0,-2.7999999999992724,0.0,0.0,0.0,0.0,0.0,5.0,0.6000000000000227,0.0,-14000.0,-41000.0,1.0325324675324623,-0.5999999999999943,271.0,-1897.0,1.6000000000000085,-0.29999999999999716,-1.0,0.4000000000000057,-0.799999999999983,0.29999999999999716,0.0,1.2940000000000111,-1.7000000000000028,-51.099999999999966,0.0,0.0,0.0,2.085245920451655,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28076.0,28982.0,27258.0,27839.0,26738.0,27054.0,24952.0,24839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-31,15670.88,,392.925,4093.92,-709.543,2044.535,1404.51,11282.5,190.8,5.5,1670000.0,2763000.0,53.28047619047619,187.7,37078.0,27517.0,,119.2,150.3,154.9,143.5,122.9,,156.3,91.7,352.5,6.258245,4.03,1.41,197.53862546616944,,36951.0,0,0,158.2609999999986,-2.7999999999992724,27.399,43.7170000000001,-15.538999999999987,0.0,32.57999999999993,2.899999999999636,1.0,0.09999999999999964,321000.0,-76000.0,7.34476190476191,1.299999999999983,127.0,1338.0,1.6000000000000085,0.5,-0.09999999999999432,2.5999999999999943,-0.30000000000001137,1.6000000000000085,0.0,1.1910000000000025,-2.5,-17.30000000000001,-0.07147000000000059,-0.040000000000000036,-0.15000000000000013,-0.6963530746030813,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26179.0,28076.0,28982.0,27258.0,27839.0,26738.0,27054.0,24952.0,24839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
